Loop_counter,R2 Score Test,R2 Score Training,params,mean_test_score,std_test_score,mean_train_score,std_train_score,imputer_name,outlier_fit_on,outlier_name,outlier_strategy,outlier_threshold,feature_selector_k,feature_selector_remove_constant,feature_selector_remove_constant_threshold,feature_selector_remove_correlated,feature_selector_remove_correlated_threshold,feature_selector_use_select_best_based_on_impurity,feature_selector_use_select_best_k,normalizer_fit_on,normalizer_name,regression_name
47,0.5115721737119729,0.9471638291621839,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.471692811405488,0.05134222108668821,0.7855069379880335,0.003487823911097895,median,test,customOR,iqr,6.5,80,True,0.01,True,0.8,False,False,test,robustscaler,xgb
47,0.5115721737119729,0.9471638291621839,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 2, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.4713149151334541,0.0509215559057688,0.7470689737547996,0.002064836666893274,median,test,customOR,iqr,6.5,80,True,0.01,True,0.8,False,False,test,robustscaler,xgb
48,0.6086864404406412,0.9740601800451808,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 1.0}",0.5635954759446193,0.058410096848992704,0.974883519484042,0.0022168455565201653,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,True,train,robustscaler,xgb
48,0.6086864404406412,0.9740601800451808,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5619268681021444,0.056010288410137395,0.9724652087275383,0.0025470626292479924,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,True,train,robustscaler,xgb
48,0.6086864404406412,0.9740601800451808,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5610156898443303,0.06840897763033262,0.9750150673332298,0.0021224429502775632,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,True,train,robustscaler,xgb
48,0.6086864404406412,0.9740601800451808,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5591042750180575,0.05590970693331049,0.9286883941261577,0.002641294370411784,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,True,train,robustscaler,xgb
49,0.6086864404406412,0.9740601800451808,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 1.0}",0.5635954759446193,0.058410096848992704,0.974883519484042,0.0022168455565201653,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,True,test,robustscaler,xgb
49,0.6086864404406412,0.9740601800451808,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5619268681021444,0.056010288410137395,0.9724652087275383,0.0025470626292479924,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,True,test,robustscaler,xgb
49,0.6086864404406412,0.9740601800451808,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5610156898443303,0.06840897763033262,0.9750150673332298,0.0021224429502775632,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,True,test,robustscaler,xgb
49,0.6086864404406412,0.9740601800451808,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5591042750180575,0.05590970693331049,0.9286883941261577,0.002641294370411784,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,True,test,robustscaler,xgb
50,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5584668757213164,0.052064387504480183,0.9919193248243925,0.0010328851092925968,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,False,train,robustscaler,xgb
50,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5575143961401106,0.05118434203664127,0.9484243726107457,0.0025731922349753887,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,False,train,robustscaler,xgb
50,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5572171479168889,0.05815364573074567,0.9922015005823701,0.0007014155315923789,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,False,train,robustscaler,xgb
50,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 2, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5560624830923693,0.05596538308219986,0.7985795367436341,0.005315164016786734,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,False,train,robustscaler,xgb
51,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5584668757213164,0.052064387504480183,0.9919193248243925,0.0010328851092925968,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,False,test,robustscaler,xgb
51,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5575143961401106,0.05118434203664127,0.9484243726107457,0.0025731922349753887,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,False,test,robustscaler,xgb
51,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5572100079028827,0.058152047659794336,0.9922015644736708,0.0007013406437457267,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,False,test,robustscaler,xgb
51,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 2, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5560624830923693,0.05596538308219986,0.7985795367436341,0.005315164016786734,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,True,False,test,robustscaler,xgb
52,0.5913208953114256,0.9806132175983886,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.596021643481888,0.03947992068024191,0.9832402806817063,0.0011978601554974392,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,True,train,robustscaler,xgb
52,0.5913208953114256,0.9806132175983886,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5880852810720707,0.048686163069001594,0.925590215900986,0.002712609445741489,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,True,train,robustscaler,xgb
52,0.5913208953114256,0.9806132175983886,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5875618938501672,0.043577279041353036,0.9844530504658542,0.0016677101718817647,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,True,train,robustscaler,xgb
52,0.5913208953114256,0.9806132175983886,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5848563784514882,0.05405980163410765,0.9932795915057108,0.0007744639004808529,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,True,train,robustscaler,xgb
53,0.5913208953114256,0.9806132175983886,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.596021643481888,0.03947992068024191,0.9832402806817063,0.0011978601554974392,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,True,test,robustscaler,xgb
53,0.5913208953114256,0.9806132175983886,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5880852810720707,0.048686163069001594,0.925590215900986,0.002712609445741489,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,True,test,robustscaler,xgb
53,0.5913208953114256,0.9806132175983886,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5875618938501672,0.043577279041353036,0.9844530504658542,0.0016677101718817647,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,True,test,robustscaler,xgb
53,0.5913208953114256,0.9806132175983886,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5848563784514882,0.05405980163410765,0.9932795915057108,0.0007744639004808529,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,True,test,robustscaler,xgb
54,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5714017610891575,0.055545218184081105,0.9605829781224996,0.0017252243950457407,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,False,train,robustscaler,xgb
54,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5712518291393358,0.045319894924977226,0.9613663283989201,0.001875866908669219,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,False,train,robustscaler,xgb
54,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5611090000855317,0.0433450712832441,0.9770355277912477,0.0015383720358021853,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,False,train,robustscaler,xgb
54,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.560194934028765,0.05595500434198856,0.9642639832277915,0.00203576123793337,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,False,train,robustscaler,xgb
55,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5714017610891575,0.055545218184081105,0.9605829781224996,0.0017252243950457407,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,False,test,robustscaler,xgb
55,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5712518291393358,0.045319894924977226,0.9613663283989201,0.001875866908669219,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,False,test,robustscaler,xgb
55,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5611090000855317,0.0433450712832441,0.9770355277912477,0.0015383720358021853,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,False,test,robustscaler,xgb
55,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.560194934028765,0.05595500434198856,0.9642639832277915,0.00203576123793337,median,test,lof,iqr,6.5,100,True,0.01,True,0.8,False,False,test,robustscaler,xgb
56,0.5705661165022669,0.9800431672486868,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.5586814590031637,0.04533950859804711,0.9838533604961253,0.0014155684200039182,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,True,train,robustscaler,xgb
56,0.5705661165022669,0.9800431672486868,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5564105871640214,0.06121049479066586,0.9674571692377295,0.0019566010246298295,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,True,train,robustscaler,xgb
56,0.5705661165022669,0.9800431672486868,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5526218446394381,0.05331978936768473,0.8871555031183158,0.002623345843968815,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,True,train,robustscaler,xgb
56,0.5705661165022669,0.9800431672486868,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.5511690494671919,0.04576382199417298,0.9709025538487361,0.0020601974892670897,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,True,train,robustscaler,xgb
57,0.5705661165022669,0.9800431672486868,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.5586814590031637,0.04533950859804711,0.9838533604961253,0.0014155684200039182,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,True,test,robustscaler,xgb
57,0.5705661165022669,0.9800431672486868,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5564105871640214,0.06121049479066586,0.9674571692377295,0.0019566010246298295,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,True,test,robustscaler,xgb
57,0.5705661165022669,0.9800431672486868,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5526218446394381,0.05331978936768473,0.8871555031183158,0.002623345843968815,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,True,test,robustscaler,xgb
57,0.5705661165022669,0.9800431672486868,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.5511690494671919,0.04576382199417298,0.9709025538487361,0.0020601974892670897,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,True,test,robustscaler,xgb
58,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5584668757213164,0.052064387504480183,0.9919193248243925,0.0010328851092925968,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,False,train,robustscaler,xgb
58,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5575143961401106,0.05118434203664127,0.9484243726107457,0.0025731922349753887,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,False,train,robustscaler,xgb
58,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5572171479168889,0.05815364573074567,0.9922015005823701,0.0007014155315923789,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,False,train,robustscaler,xgb
58,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 2, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5560624830923693,0.05596538308219986,0.7985795367436341,0.005315164016786734,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,False,train,robustscaler,xgb
59,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5584668757213164,0.052064387504480183,0.9919193248243925,0.0010328851092925968,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,False,test,robustscaler,xgb
59,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5575143961401106,0.05118434203664127,0.9484243726107457,0.0025731922349753887,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,False,test,robustscaler,xgb
59,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5572100079028827,0.058152047659794336,0.9922015644736708,0.0007013406437457267,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,False,test,robustscaler,xgb
59,0.5091145472508396,0.9894323024772702,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 2, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5560624830923693,0.05596538308219986,0.7985795367436341,0.005315164016786734,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,True,False,test,robustscaler,xgb
60,0.5581479271744652,0.9782578085100129,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.6024704892518428,0.04503799025654649,0.9833853564590589,0.0013004728806545423,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,True,train,robustscaler,xgb
60,0.5581479271744652,0.9782578085100129,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.596814507856603,0.04649782662227583,0.9923371420873094,0.0009328160081163263,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,True,train,robustscaler,xgb
60,0.5581479271744652,0.9782578085100129,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.5958352237034742,0.043854328224462245,0.9860022101108136,0.0006753747857486929,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,True,train,robustscaler,xgb
60,0.5581479271744652,0.9782578085100129,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.5925779452979646,0.05086087388098829,0.9856872816662936,0.001566591462419352,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,True,train,robustscaler,xgb
61,0.5581479271744652,0.9782578085100129,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.6024704892518428,0.04503799025654649,0.9833853564590589,0.0013004728806545423,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,True,test,robustscaler,xgb
61,0.5581479271744652,0.9782578085100129,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.596814507856603,0.04649782662227583,0.9923371420873094,0.0009328160081163263,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,True,test,robustscaler,xgb
61,0.5581479271744652,0.9782578085100129,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.5958352237034742,0.043854328224462245,0.9860022101108136,0.0006753747857486929,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,True,test,robustscaler,xgb
61,0.5581479271744652,0.9782578085100129,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 6, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.5925779452979646,0.05086087388098829,0.9856872816662936,0.001566591462419352,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,True,test,robustscaler,xgb
62,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5714017610891575,0.055545218184081105,0.9605829781224996,0.0017252243950457407,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,False,train,robustscaler,xgb
62,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5712518291393358,0.045319894924977226,0.9613663283989201,0.001875866908669219,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,False,train,robustscaler,xgb
62,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5611090000855317,0.0433450712832441,0.9770355277912477,0.0015383720358021853,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,False,train,robustscaler,xgb
62,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.560194934028765,0.05595500434198856,0.9642639832277915,0.00203576123793337,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,False,train,robustscaler,xgb
63,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 3, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5714017610891575,0.055545218184081105,0.9605829781224996,0.0017252243950457407,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,False,test,robustscaler,xgb
63,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5712518291393358,0.045319894924977226,0.9613663283989201,0.001875866908669219,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,False,test,robustscaler,xgb
63,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.1, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.8}",0.5611090000855317,0.0433450712832441,0.9770355277912477,0.0015383720358021853,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,False,test,robustscaler,xgb
63,0.593056128617266,0.9573789529100666,"{'booster': 'gbtree', 'eta': 0.08, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.9}",0.560194934028765,0.05595500434198856,0.9642639832277915,0.00203576123793337,median,test,lof,iqr,6.5,80,True,0.01,True,0.8,False,False,test,robustscaler,xgb
